"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] RestaurantNameComparatorJaccard record1Value","[0] RestaurantNameComparatorJaccard record2Value","[0] RestaurantNameComparatorJaccard record1PreprocessedValue","[0] RestaurantNameComparatorJaccard record2PreprocessedValue","[0] RestaurantNameComparatorJaccard similarity","[0] RestaurantNameComparatorJaccard postproccesedSimilarity","[1] RestaurantAddressComparatorJaccard record1Value","[1] RestaurantAddressComparatorJaccard record2Value","[1] RestaurantAddressComparatorJaccard record1PreprocessedValue","[1] RestaurantAddressComparatorJaccard record2PreprocessedValue","[1] RestaurantAddressComparatorJaccard similarity","[1] RestaurantAddressComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","zomato101","yellow_8515","0.07142857142857142",,"gather","toham african restaurant","gather","toham african restaurant","0.0","0.0","4539 n. lincoln avenue","6351 n magnolia ave","4539 n. lincoln avenue","6351 n magnolia ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato101","yellow_8514","0.07142857142857142",,"gather","le bouchon","gather","le bouchon","0.0","0.0","4539 n. lincoln avenue","1958 n damen ave","4539 n. lincoln avenue","1958 n damen ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato882","yellow_7839","0.07142857142857142",,"floriole cafe & bakery","bob san restaurant","floriole cafe & bakery","bob san restaurant","0.0","0.0","1220 w. webster avenue","1805 w division st","1220 w. webster avenue","1805 w division st","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato673","yellow_7643","0.0",,"the publican","la cocina de frida","the publican","la cocina de frida","0.0","0.0","837 w. fulton market","5403 n clark st","837 w. fulton market","5403 n clark st","0.0","0.0"
"LinearCombinationMatchingRule","zomato100","yellow_8514","0.0",,"vera chicago","le bouchon","vera chicago","le bouchon","0.0","0.0","1023 w. lake street","1958 n damen ave","1023 w. lake street","1958 n damen ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato673","yellow_7642","0.0",,"the publican","eggy's","the publican","eggy's","0.0","0.0","837 w. fulton market","333 e benton pl ste 103","837 w. fulton market","333 e benton pl ste 103","0.0","0.0"
"LinearCombinationMatchingRule","zomato692","yellow_7676","0.0",,"cumin","lee wing wah restaurant","cumin","lee wing wah restaurant","0.0","0.0","1414 n. milwaukee avenue","2147 s china pl","1414 n. milwaukee avenue","2147 s china pl","0.0","0.0"
"LinearCombinationMatchingRule","zomato690","yellow_7672","0.26666666666666666",,"garcia's restaurant","wong village restaurant","garcia's restaurant","wong village restaurant","0.2","0.2","4749 n. western avenue","1008 n western ave","4749 n. western avenue","1008 n western ave","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","zomato692","yellow_7675","0.0",,"cumin","cielito lindo restaurant","cumin","cielito lindo restaurant","0.0","0.0","1414 n. milwaukee avenue","5344 w fullerton ave","1414 n. milwaukee avenue","5344 w fullerton ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato690","yellow_7671","0.0",,"garcia's restaurant","black rock restaurants","garcia's restaurant","black rock restaurants","0.0","0.0","4749 n. western avenue","60 w adams st","4749 n. western avenue","60 w adams st","0.0","0.0"
"LinearCombinationMatchingRule","zomato692","yellow_7674","0.07142857142857142",,"cumin","buzz killer espresso","cumin","buzz killer espresso","0.0","0.0","1414 n. milwaukee avenue","1644 n damen ave","1414 n. milwaukee avenue","1644 n damen ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato690","yellow_7673","0.15476190476190477",,"garcia's restaurant","brisku's bistro & bar","garcia's restaurant","brisku's bistro & bar","0.16666666666666666","0.16666666666666666","4749 n. western avenue","4100 n kedzie ave","4749 n. western avenue","4100 n kedzie ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato880","yellow_7836","0.07142857142857142",,"swedish bakery","mon lung restaurant","swedish bakery","mon lung restaurant","0.0","0.0","5348 n. clark street","1009 n ashland ave","5348 n. clark street","1009 n ashland ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato691","yellow_7670","0.0",,"petterino's","armayes n bar b que","petterino's","armayes n bar b que","0.0","0.0","150 n. dearborn street","804 e 93rd st","150 n. dearborn street","804 e 93rd st","0.0","0.0"
"LinearCombinationMatchingRule","zomato880","yellow_7837","0.07142857142857142",,"swedish bakery","golden nugget pancake house","swedish bakery","golden nugget pancake house","0.0","0.0","5348 n. clark street","3001 n central ave","5348 n. clark street","3001 n central ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato691","yellow_7672","0.07142857142857142",,"petterino's","wong village restaurant","petterino's","wong village restaurant","0.0","0.0","150 n. dearborn street","1008 n western ave","150 n. dearborn street","1008 n western ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato676","yellow_7644","0.07142857142857142",,"handlebar","chicago style fish & chicken","handlebar","chicago style fish & chicken","0.0","0.0","2311 w. north avenue","4800 w fulton st","2311 w. north avenue","4800 w fulton st","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato691","yellow_7673","0.17142857142857143",,"petterino's","brisku's bistro & bar","petterino's","brisku's bistro & bar","0.2","0.2","150 n. dearborn street","4100 n kedzie ave","150 n. dearborn street","4100 n kedzie ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato676","yellow_7645","0.0625",,"handlebar","ottavio restaurant","handlebar","ottavio restaurant","0.0","0.0","2311 w. north avenue","1011 w irving park rd","2311 w. north avenue","1011 w irving park rd","0.125","0.125"
"LinearCombinationMatchingRule","zomato665","yellow_7611","0.07142857142857142",,"map room","freestyle food & drink","map room","freestyle food & drink","0.0","0.0","1949 n. hoyne avenue","660 n state st","1949 n. hoyne avenue","660 n state st","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato665","yellow_7610","0.0",,"map room","dim sum on the park","map room","dim sum on the park","0.0","0.0","1949 n. hoyne avenue","333 e benton pl # 300","1949 n. hoyne avenue","333 e benton pl # 300","0.0","0.0"
"LinearCombinationMatchingRule","zomato672","yellow_7652","0.07142857142857142",,"smoque bbq","pizza nova","smoque bbq","pizza nova","0.0","0.0","3800 n. pulaski road","5849 s pulaski rd","3800 n. pulaski road","5849 s pulaski rd","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato667","yellow_7612","0.0",,"meli cafe","morry's deli","meli cafe","morry's deli","0.0","0.0","540 n. wells street","5500 s cornell ave","540 n. wells street","5500 s cornell ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato671","yellow_7652","0.0",,"sun wah bar-b-q restaurant","pizza nova","sun wah bar-b-q restaurant","pizza nova","0.0","0.0","5039 n. broadway street","5849 s pulaski rd","5039 n. broadway street","5849 s pulaski rd","0.0","0.0"
"LinearCombinationMatchingRule","zomato667","yellow_7613","0.0",,"meli cafe","freshii","meli cafe","freshii","0.0","0.0","540 n. wells street","828 s wolcott ave","540 n. wells street","828 s wolcott ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato671","yellow_7653","0.2222222222222222",,"sun wah bar-b-q restaurant","lao sze chuan restaurant","sun wah bar-b-q restaurant","lao sze chuan restaurant","0.1111111111111111","0.1111111111111111","5039 n. broadway street","4836 n broadway st","5039 n. broadway street","4836 n broadway st","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","zomato110","yellow_8547","0.07142857142857142",,"the purple pig","ras dashen ethiopian","the purple pig","ras dashen ethiopian","0.0","0.0","500 n. michigan avenue","5846 n broadway st","500 n. michigan avenue","5846 n broadway st","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato110","yellow_8548","0.07142857142857142",,"the purple pig","noodles & company","the purple pig","noodles & company","0.0","0.0","500 n. michigan avenue","2000 n clybourn ave","500 n. michigan avenue","2000 n clybourn ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato668","yellow_7612","0.0",,"naha","morry's deli","naha","morry's deli","0.0","0.0","500 n. clark street","5500 s cornell ave","500 n. clark street","5500 s cornell ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato668","yellow_7613","0.0",,"naha","freshii","naha","freshii","0.0","0.0","500 n. clark street","828 s wolcott ave","500 n. clark street","828 s wolcott ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato672","yellow_7653","0.07142857142857142",,"smoque bbq","lao sze chuan restaurant","smoque bbq","lao sze chuan restaurant","0.0","0.0","3800 n. pulaski road","4836 n broadway st","3800 n. pulaski road","4836 n broadway st","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato669","yellow_7616","0.0",,"russian tea time","great wall chinese restaurant","russian tea time","great wall chinese restaurant","0.0","0.0","77 e. adams street","6748 n sheridan rd","77 e. adams street","6748 n sheridan rd","0.0","0.0"
"LinearCombinationMatchingRule","zomato669","yellow_7615","0.0",,"russian tea time","tacos garcia restaurant","russian tea time","tacos garcia restaurant","0.0","0.0","77 e. adams street","3327 w armitage ave","77 e. adams street","3327 w armitage ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato110","yellow_8549","0.07142857142857142",,"the purple pig","chef's kitchen inc","the purple pig","chef's kitchen inc","0.0","0.0","500 n. michigan avenue","2637 n central ave","500 n. michigan avenue","2637 n central ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato669","yellow_7614","0.0",,"russian tea time","garlic & chili thai cuisine","russian tea time","garlic & chili thai cuisine","0.0","0.0","77 e. adams street","1232 n la salle dr","77 e. adams street","1232 n la salle dr","0.0","0.0"
"LinearCombinationMatchingRule","zomato684","yellow_7640","0.0",,"hopleaf","epic burger","hopleaf","epic burger","0.0","0.0","5148 n. clark street","517 s state st","5148 n. clark street","517 s state st","0.0","0.0"
"LinearCombinationMatchingRule","zomato698","yellow_7669","0.0",,"fat willy's rib shack","nile restaurant","fat willy's rib shack","nile restaurant","0.0","0.0","2416 w. schubert avenue","1162 e 55th st","2416 w. schubert avenue","1162 e 55th st","0.0","0.0"
"LinearCombinationMatchingRule","zomato126","yellow_8539","0.038461538461538464",,"shula's steak house","uno chicago grill","shula's steak house","uno chicago grill","0.0","0.0","sheraton chicago hotel, 301 e. north water street, lobby level","49 e ontario st","sheraton chicago hotel, 301 e. north water street, lobby level","49 e ontario st","0.07692307692307693","0.07692307692307693"
"LinearCombinationMatchingRule","zomato698","yellow_7668","0.0",,"fat willy's rib shack","thai oscar","fat willy's rib shack","thai oscar","0.0","0.0","2416 w. schubert avenue","4638 n western ave","2416 w. schubert avenue","4638 n western ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato683","yellow_7640","0.07142857142857142",,"hackney's","epic burger","hackney's","epic burger","0.0","0.0","733 s. dearborn street","517 s state st","733 s. dearborn street","517 s state st","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato683","yellow_7641","0.07142857142857142",,"hackney's","dolo restaurant and bar","hackney's","dolo restaurant and bar","0.0","0.0","733 s. dearborn street","2224 s archer ave","733 s. dearborn street","2224 s archer ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato123","yellow_8534","0.0",,"falafel & grill","laymon's bbq, catering & homemade sausages","falafel & grill","laymon's bbq, catering & homemade sausages","0.0","0.0","1317 n. milwaukee avenue","4667 w washington blvd","1317 n. milwaukee avenue","4667 w washington blvd","0.0","0.0"
"LinearCombinationMatchingRule","zomato123","yellow_8537","0.07142857142857142",,"falafel & grill","la poupee cafe","falafel & grill","la poupee cafe","0.0","0.0","1317 n. milwaukee avenue","3708 n southport ave","1317 n. milwaukee avenue","3708 n southport ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato123","yellow_8536","0.07142857142857142",,"falafel & grill","hong kong chef chinese restaurant","falafel & grill","hong kong chef chinese restaurant","0.0","0.0","1317 n. milwaukee avenue","4104 n sheridan rd","1317 n. milwaukee avenue","4104 n sheridan rd","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato5977","yellow_1440","0.0",,"le colonial","new great china","le colonial","new great china","0.0","0.0","149 east 57th street","26 eldridge st","149 east 57th street","26 eldridge st","0.0","0.0"
"LinearCombinationMatchingRule","zomato5977","yellow_1441","0.05555555555555555",,"le colonial","land of plenty","le colonial","land of plenty","0.0","0.0","149 east 57th street","204 e 58th st","149 east 57th street","204 e 58th st","0.1111111111111111","0.1111111111111111"
"LinearCombinationMatchingRule","zomato120","yellow_8534","0.0",,"the goddess and grocer","laymon's bbq, catering & homemade sausages","the goddess and grocer","laymon's bbq, catering & homemade sausages","0.0","0.0","1646 n. damen avenue","4667 w washington blvd","1646 n. damen avenue","4667 w washington blvd","0.0","0.0"
"LinearCombinationMatchingRule","zomato127","yellow_8538","0.07142857142857142",,"mister j's dawg 'n burger","cafe touche","mister j's dawg 'n burger","cafe touche","0.0","0.0","822 n. state street","6731 n northwest hwy","822 n. state street","6731 n northwest hwy","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato120","yellow_8535","0.07142857142857142",,"the goddess and grocer","perennial restaurant","the goddess and grocer","perennial restaurant","0.0","0.0","1646 n. damen avenue","1800 n lincoln ave","1646 n. damen avenue","1800 n lincoln ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato5978","yellow_1443","0.0",,"bohemian","new ashiya japanese sushi inc","bohemian","new ashiya japanese sushi inc","0.0","0.0","57 great jones street","167 1st ave","57 great jones street","167 1st ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato122","yellow_8537","0.0",,"simone's","la poupee cafe","simone's","la poupee cafe","0.0","0.0","960 w. 18th street","3708 n southport ave","960 w. 18th street","3708 n southport ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato121","yellow_8535","0.0",,"tortas frontera","perennial restaurant","tortas frontera","perennial restaurant","0.0","0.0","o'hare international airport, terminal 1, gate b11","1800 n lincoln ave","o'hare international airport, terminal 1, gate b11","1800 n lincoln ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato121","yellow_8534","0.0",,"tortas frontera","laymon's bbq, catering & homemade sausages","tortas frontera","laymon's bbq, catering & homemade sausages","0.0","0.0","o'hare international airport, terminal 1, gate b11","4667 w washington blvd","o'hare international airport, terminal 1, gate b11","4667 w washington blvd","0.0","0.0"
"LinearCombinationMatchingRule","zomato5978","yellow_1442","0.0",,"bohemian","caracas restaurant","bohemian","caracas restaurant","0.0","0.0","57 great jones street","93 1/2 e 7th st # 1","57 great jones street","93 1/2 e 7th st # 1","0.0","0.0"
"LinearCombinationMatchingRule","zomato5979","yellow_1443","0.0",,"victor's café","new ashiya japanese sushi inc","victor's café","new ashiya japanese sushi inc","0.0","0.0","236 w 52nd street","167 1st ave","236 w 52nd street","167 1st ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato122","yellow_8536","0.0",,"simone's","hong kong chef chinese restaurant","simone's","hong kong chef chinese restaurant","0.0","0.0","960 w. 18th street","4104 n sheridan rd","960 w. 18th street","4104 n sheridan rd","0.0","0.0"
"LinearCombinationMatchingRule","zomato5979","yellow_1442","0.0",,"victor's café","caracas restaurant","victor's café","caracas restaurant","0.0","0.0","236 w 52nd street","93 1/2 e 7th st # 1","236 w 52nd street","93 1/2 e 7th st # 1","0.0","0.0"
"LinearCombinationMatchingRule","zomato684","yellow_7641","0.0",,"hopleaf","dolo restaurant and bar","hopleaf","dolo restaurant and bar","0.0","0.0","5148 n. clark street","2224 s archer ave","5148 n. clark street","2224 s archer ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato698","yellow_7667","0.0",,"fat willy's rib shack","golden dynasty inc","fat willy's rib shack","golden dynasty inc","0.0","0.0","2416 w. schubert avenue","4250 n marine dr # 236","2416 w. schubert avenue","4250 n marine dr # 236","0.0","0.0"
"LinearCombinationMatchingRule","zomato125","yellow_8539","0.0",,"old oak tap","uno chicago grill","old oak tap","uno chicago grill","0.0","0.0","2109 w. chicago avenue","49 e ontario st","2109 w. chicago avenue","49 e ontario st","0.0","0.0"
"LinearCombinationMatchingRule","zomato125","yellow_8538","0.0",,"old oak tap","cafe touche","old oak tap","cafe touche","0.0","0.0","2109 w. chicago avenue","6731 n northwest hwy","2109 w. chicago avenue","6731 n northwest hwy","0.0","0.0"
"LinearCombinationMatchingRule","zomato685","yellow_7631","0.0",,"foodlife","papa romeo's pizza","foodlife","papa romeo's pizza","0.0","0.0","835 n. michigan avenue, level m","1617 w irving park rd","835 n. michigan avenue, level m","1617 w irving park rd","0.0","0.0"
"LinearCombinationMatchingRule","zomato695","yellow_7674","0.07142857142857142",,"longman & eagle","buzz killer espresso","longman & eagle","buzz killer espresso","0.0","0.0","2657 n. kedzie avenue","1644 n damen ave","2657 n. kedzie avenue","1644 n damen ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato695","yellow_7677","0.0",,"longman & eagle","granny b's","longman & eagle","granny b's","0.0","0.0","2657 n. kedzie avenue","2632 w 71st st","2657 n. kedzie avenue","2632 w 71st st","0.0","0.0"
"LinearCombinationMatchingRule","zomato685","yellow_7630","0.0",,"foodlife","milk & more inc","foodlife","milk & more inc","0.0","0.0","835 n. michigan avenue, level m","702 w diversey pkwy","835 n. michigan avenue, level m","702 w diversey pkwy","0.0","0.0"
"LinearCombinationMatchingRule","zomato693","yellow_7674","0.07142857142857142",,"toro sushi","buzz killer espresso","toro sushi","buzz killer espresso","0.0","0.0","2546 n. clark street","1644 n damen ave","2546 n. clark street","1644 n damen ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato689","yellow_7635","0.0",,"bittersweet pastry cafe","joy yee's noodles","bittersweet pastry cafe","joy yee's noodles","0.0","0.0","1114 w. belmont avenue","1335 n halsted st","1114 w. belmont avenue","1335 n halsted st","0.0","0.0"
"LinearCombinationMatchingRule","zomato695","yellow_7678","0.0",,"longman & eagle","lao beijing restaurant","longman & eagle","lao beijing restaurant","0.0","0.0","2657 n. kedzie avenue","2138 s archer ave","2657 n. kedzie avenue","2138 s archer ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato689","yellow_7636","0.0",,"bittersweet pastry cafe","fez inc","bittersweet pastry cafe","fez inc","0.0","0.0","1114 w. belmont avenue","1520 n damen ave","1114 w. belmont avenue","1520 n damen ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato693","yellow_7675","0.0",,"toro sushi","cielito lindo restaurant","toro sushi","cielito lindo restaurant","0.0","0.0","2546 n. clark street","5344 w fullerton ave","2546 n. clark street","5344 w fullerton ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato696","yellow_7678","0.07142857142857142",,"chicago curry house","lao beijing restaurant","chicago curry house","lao beijing restaurant","0.0","0.0","899 s. plymouth court","2138 s archer ave","899 s. plymouth court","2138 s archer ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato696","yellow_7677","0.0",,"chicago curry house","granny b's","chicago curry house","granny b's","0.0","0.0","899 s. plymouth court","2632 w 71st st","899 s. plymouth court","2632 w 71st st","0.0","0.0"
"LinearCombinationMatchingRule","zomato689","yellow_7634","0.0",,"bittersweet pastry cafe","oysy japanese sushi restaurant","bittersweet pastry cafe","oysy japanese sushi restaurant","0.0","0.0","1114 w. belmont avenue","888 s michigan ave # frnt","1114 w. belmont avenue","888 s michigan ave # frnt","0.0","0.0"
"LinearCombinationMatchingRule","zomato693","yellow_7676","0.0",,"toro sushi","lee wing wah restaurant","toro sushi","lee wing wah restaurant","0.0","0.0","2546 n. clark street","2147 s china pl","2546 n. clark street","2147 s china pl","0.0","0.0"
"LinearCombinationMatchingRule","zomato5993","yellow_1470","0.0",,"s'mac","beyond sushi","s'mac","beyond sushi","0.0","0.0","157 e 33rd st","75 9th ave","157 e 33rd st","75 9th ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato5993","yellow_1471","0.125",,"s'mac","chiyono","s'mac","chiyono","0.0","0.0","157 e 33rd st","328 e 6th st","157 e 33rd st","328 e 6th st","0.25","0.25"
"LinearCombinationMatchingRule","zomato5994","yellow_1471","0.125",,"riverpark","chiyono","riverpark","chiyono","0.0","0.0","450 e 29th street","328 e 6th st","450 e 29th street","328 e 6th st","0.25","0.25"
"LinearCombinationMatchingRule","zomato5994","yellow_1470","0.0625",,"riverpark","beyond sushi","riverpark","beyond sushi","0.0","0.0","450 e 29th street","75 9th ave","450 e 29th street","75 9th ave","0.125","0.125"
"LinearCombinationMatchingRule","zomato5996","yellow_1469","0.0",,"felice 64","new hane sushi","felice 64","new hane sushi","0.0","0.0","1166 1st avenue","581b 3rd ave","1166 1st avenue","581b 3rd ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato5996","yellow_1468","0.08333333333333333",,"felice 64","nero d'avola","felice 64","nero d'avola","0.0","0.0","1166 1st avenue","46 gansevoort st","1166 1st avenue","46 gansevoort st","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","zomato5990","yellow_1475","0.0",,"pongsri thai restaurant","il buco","pongsri thai restaurant","il buco","0.0","0.0","244 w 48th street","53 great jones st","244 w 48th street","53 great jones st","0.0","0.0"
"LinearCombinationMatchingRule","zomato5990","yellow_1474","0.125",,"pongsri thai restaurant","secession restaurant","pongsri thai restaurant","secession restaurant","0.25","0.25","244 w 48th street","30 hudson st","244 w 48th street","30 hudson st","0.0","0.0"
"LinearCombinationMatchingRule","zomato688","yellow_7633","0.0",,"over easy cafe","krokodile","over easy cafe","krokodile","0.0","0.0","4943 n. damen avenue","6004 w belmont ave","4943 n. damen avenue","6004 w belmont ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato688","yellow_7632","0.0",,"over easy cafe","capi's italian kitchen","over easy cafe","capi's italian kitchen","0.0","0.0","4943 n. damen avenue","700 e grand ave","4943 n. damen avenue","700 e grand ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato633","yellow_7600","0.07142857142857142",,"reza's restaurant","delicious cafe","reza's restaurant","delicious cafe","0.0","0.0","5255 n. clark street","3827 n lincoln ave","5255 n. clark street","3827 n lincoln ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato635","yellow_7603","0.0",,"312 chicago","english","312 chicago","english","0.0","0.0","hotel allegro, 136 n. lasalle street","444 s la salle st","hotel allegro, 136 n. lasalle street","444 s la salle st","0.0","0.0"
"LinearCombinationMatchingRule","zomato1120","yellow_7290","0.07142857142857142",,"nia mediterranean","ramen-san","nia mediterranean","ramen-san","0.0","0.0","803 w. randolph street","59 w hubbard st","803 w. randolph street","59 w hubbard st","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato631","yellow_7600","0.07142857142857142",,"frasca pizzeria and wine bar","delicious cafe","frasca pizzeria and wine bar","delicious cafe","0.0","0.0","3358 n. paulina street","3827 n lincoln ave","3358 n. paulina street","3827 n lincoln ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato1122","yellow_7294","0.07142857142857142",,"beer bistro","don's pizza & grill","beer bistro","don's pizza & grill","0.0","0.0","1061 w. madison street","5915 w division st","1061 w. madison street","5915 w division st","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato1120","yellow_7291","0.0",,"nia mediterranean","tre soldi","nia mediterranean","tre soldi","0.0","0.0","803 w. randolph street","212 e ohio st","803 w. randolph street","212 e ohio st","0.0","0.0"
"LinearCombinationMatchingRule","zomato635","yellow_7602","0.0",,"312 chicago","office ricobene's","312 chicago","office ricobene's","0.0","0.0","hotel allegro, 136 n. lasalle street","252 w 26th st","hotel allegro, 136 n. lasalle street","252 w 26th st","0.0","0.0"
"LinearCombinationMatchingRule","zomato145","yellow_8559","0.0",,"cocina tarascas international","amarit thai restaurant","cocina tarascas international","amarit thai restaurant","0.0","0.0","2585 n. clark sreet","600 s dearborn st","2585 n. clark sreet","600 s dearborn st","0.0","0.0"
"LinearCombinationMatchingRule","zomato631","yellow_7601","0.07142857142857142",,"frasca pizzeria and wine bar","yu choy","frasca pizzeria and wine bar","yu choy","0.0","0.0","3358 n. paulina street","548 n wells st","3358 n. paulina street","548 n wells st","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato145","yellow_8558","0.0",,"cocina tarascas international","don taquito restaurant","cocina tarascas international","don taquito restaurant","0.0","0.0","2585 n. clark sreet","3209 w lawrence ave","2585 n. clark sreet","3209 w lawrence ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato1435","yellow_6130","0.0",,"soupbox","oggi trattoria","soupbox","oggi trattoria","0.0","0.0","2943 n. broadway street","1118 w grand ave","2943 n. broadway street","1118 w grand ave","0.0","0.0"
